,Price,Area,Location,No. of Bedrooms,City
1038,3000000,600,Dombivali East,1,Mumbai
1039,7600000,950,Dombivali East,3,Mumbai
1040,4600000,610,other,1,Mumbai
1046,9900000,1125,Sector 10,2,Mumbai
1047,10000000,1098,Sector 19 Kharghar,2,Mumbai
1048,13000000,1300,Sector 20 Kharghar,2,Mumbai
1049,7800000,735,other,1,Mumbai
1050,4200000,640,other,1,Mumbai
1052,4500000,800,other,1,Mumbai
1054,5300000,560,Sector 20 Kharghar,1,Mumbai
1055,16000000,1400,Sector 20 Kharghar,3,Mumbai
1056,11100000,1117,Sector 20 Kharghar,2,Mumbai
1058,6000000,675,other,1,Mumbai
1059,11000000,1100,Sector 20 Kharghar,2,Mumbai
1060,7200000,860,Sector 10,1,Mumbai
1061,6000000,560,other,1,Mumbai
1062,5500000,650,other,1,Mumbai
1064,7000000,735,other,1,Mumbai
1065,4600000,600,other,1,Mumbai
1067,10600000,1070,Sector 10,2,Mumbai
1069,10500000,911,Sector 20 Kharghar,2,Mumbai
1070,11100000,1117,Sector 20 Kharghar,2,Mumbai
1073,3800000,555,Dombivali East,1,Mumbai
1074,3600000,600,Dombivali East,1,Mumbai
1075,3700000,550,Dombivali East,1,Mumbai
1076,3000000,600,Dombivali East,1,Mumbai
1077,7600000,950,Dombivali East,3,Mumbai
1078,33000000,1472,Kandivali West,3,Mumbai
1079,2100000,370,Virar East,1,Mumbai
1080,8000000,715,Nerul,1,Mumbai
1082,25500000,1650,Goregaon West,3,Mumbai
1084,112500000,1340,other,3,Mumbai
1085,5500000,690,Ulwe,1,Mumbai
1090,6990000,473,Thane West,1,Mumbai
1100,70000000,1700,Worli,3,Mumbai
1101,85000000,1700,other,3,Mumbai
1102,85000000,2000,Worli,3,Mumbai
1103,85000000,1700,other,3,Mumbai
1104,8200000,525,Kandivali East,1,Mumbai
1105,12000000,540,Borivali West,1,Mumbai
1106,2800000,525,Panvel,1,Mumbai
1107,29000000,1350,Ghatkopar,3,Mumbai
1111,3700000,500,Kharghar,1,Mumbai
1115,18000000,1100,Andheri,2,Mumbai
1116,25000000,1400,Goregaon East,3,Mumbai
1117,14000000,1000,Andheri,2,Mumbai
1118,30000000,1480,Andheri,3,Mumbai
1121,18500000,1700,Kharghar,3,Mumbai
1124,5800000,750,Kharghar,1,Mumbai
1126,15500000,1605,Kharghar,3,Mumbai
1130,5300000,660,Kharghar,1,Mumbai
1133,13000000,1150,Kharghar,2,Mumbai
1135,31500000,1423,Borivali East,3,Mumbai
1137,110000000,3300,Andheri West,4,Mumbai
1138,10000000,440,Chembur,1,Mumbai
1139,3500000,475,other,1,Mumbai
1140,9200000,750,Malad West,1,Mumbai
1141,29000000,1050,Shastri Nagar,3,Mumbai
1142,56000000,2200,Wadala East Wadala,3,Mumbai
1143,15500000,600,Parel,1,Mumbai
1144,8000000,640,Thane West,1,Mumbai
1145,7200000,657,Thane West,1,Mumbai
1146,7500000,550,Thane West,1,Mumbai
1149,15500000,680,Wadala East Wadala,1,Mumbai
1152,14000000,690,Wadala East Wadala,1,Mumbai
1153,13500000,950,Wadala East Wadala,1,Mumbai
1154,23000000,925,other,3,Mumbai
1155,7500000,650,Kalwa,1,Mumbai
1157,6500000,610,other,1,Mumbai
1162,14000000,690,Wadala East Wadala,1,Mumbai
1163,13500000,950,Wadala East Wadala,1,Mumbai
1164,56000000,2200,Wadala East Wadala,3,Mumbai
1165,23000000,925,other,3,Mumbai
1167,52500000,1144,Santacruz West,3,Mumbai
1169,13500000,1050,Belapur,2,Mumbai
1170,18000000,1335,Belapur,2,Mumbai
1174,38000000,2120,Nerul,3,Mumbai
1179,92500000,2670,Parel,5,Mumbai
1180,7500000,560,Thane West,1,Mumbai
1182,7500000,650,Kalwa,1,Mumbai
1184,6500000,610,other,1,Mumbai
1187,7500000,650,Kalwa,1,Mumbai
1188,5500000,600,Kalwa,1,Mumbai
1189,5500000,580,Kalwa,1,Mumbai
1190,5600000,630,Kalwa,1,Mumbai
1191,6000000,620,Kalwa,1,Mumbai
1193,18000000,675,other,2,Mumbai
1194,28000000,730,mumbai,2,Mumbai
1195,70000000,2000,mumbai,6,Mumbai
1196,17500000,650,Andheri,1,Mumbai
1197,6200000,400,Airoli,1,Mumbai
1199,12200000,675,Kolshet Road,2,Mumbai
1200,12400000,674,Kolshet Road,2,Mumbai
1202,12400000,673,Kolshet Road,2,Mumbai
1203,12100000,690,Kolshet Road,2,Mumbai
1204,28400000,1733,Thane West,4,Mumbai
1207,6656000,488,other,1,Mumbai
1209,5300000,560,Kalwa,1,Mumbai
1212,6656000,488,Kalwa,1,Mumbai
1214,7000000,448,other,1,Mumbai
1216,5300000,560,Kalwa,1,Mumbai
1218,20099999,1145,Kalwa,2,Mumbai
1222,7500000,757,Chembur,1,Mumbai
1223,9500000,1005,Chembur East,2,Mumbai
1224,7500000,757,Chembur East,1,Mumbai
1225,12000000,957,Ghatkopar,2,Mumbai
1230,10000000,750,Jogeshwari West,1,Mumbai
1231,8500000,750,Jogeshwari West,1,Mumbai
1233,8500000,585,Jogeshwari West,1,Mumbai
1234,10500000,750,Jogeshwari West,1,Mumbai
1235,11000000,750,Jogeshwari West,1,Mumbai
1238,5700000,620,Mira Road East,1,Mumbai
1242,2900000,700,other,1,Mumbai
1243,24800000,958,Wadala East Wadala,2,Mumbai
1244,28500000,997,Andheri West,2,Mumbai
1245,10000000,546,Goregaon West,1,Mumbai
1247,4800000,600,other,1,Mumbai
1248,55000000,1950,Andheri West,3,Mumbai
1249,2300000,480,Dombivli (West),1,Mumbai
1250,13600000,600,other,1,Mumbai
1251,13600000,600,other,1,Mumbai
1253,21000000,730,other,2,Mumbai
1254,3300000,342,other,1,Mumbai
1258,24000000,1250,other,3,Mumbai
1259,11399999,448,other,1,Mumbai
1263,6200000,655,Mira Road East,1,Mumbai
1264,4500000,645,Mira Road East,1,Mumbai
1267,4400000,665,Sector 17 Ulwe,1,Mumbai
1268,2399000,620,other,1,Mumbai
1269,2650000,600,Nala Sopara,1,Mumbai
1270,3700000,440,Mira Road East,1,Mumbai
1271,2100000,245,Mira Road East,1,Mumbai
1272,3700000,440,Mira Road East,1,Mumbai
1273,3700000,440,Mira Road East,1,Mumbai
1274,3700000,440,Mira Road East,1,Mumbai
1276,4500000,457,other,1,Mumbai
1277,2200000,400,other,1,Mumbai
1279,3700000,440,Mira Road East,1,Mumbai
1280,4500000,457,other,1,Mumbai
1281,2200000,400,other,1,Mumbai
1284,12500000,878,Chembur,1,Mumbai
1286,33000000,1650,other,3,Mumbai
1287,2300000,690,Ambernath East,1,Mumbai
1290,6000000,575,Thane West,1,Mumbai
1291,60000000,2500,Lower Parel,3,Mumbai
1292,33000000,1800,other,3,Mumbai
1293,35000000,1835,other,3,Mumbai
1294,33000000,1667,Kandivali East,3,Mumbai
1295,24500000,1300,other,3,Mumbai
1296,3467000,530,Dombivali East,1,Mumbai
1297,14000000,800,Bhandup West,2,Mumbai
1299,6400000,400,Kandivali East,1,Mumbai
1300,6000000,650,other,1,Mumbai
1301,9000000,550,Bhandup West,2,Mumbai
1305,2670000,630,other,1,Mumbai
1306,2110000,495,other,1,Mumbai
1307,23000000,1265,other,2,Mumbai
1308,25000000,850,Bandra West,2,Mumbai
1310,3700000,425,other,1,Mumbai
1311,2000000,400,other,1,Mumbai
1312,2200000,450,other,1,Mumbai
1313,200000000,3000,other,4,Mumbai
1314,4600000,545,Goregaon East,1,Mumbai
1315,3000000,340,Goregaon East,1,Mumbai
1316,2000000,540,other,1,Mumbai
1317,2400000,560,other,1,Mumbai
1318,6300000,750,other,1,Mumbai
1319,7600000,550,other,1,Mumbai
1320,2600000,360,Bhayandar East,1,Mumbai
1321,3800000,340,Kandivali West,1,Mumbai
1326,10000000,600,Borivali East,1,Mumbai
1327,11000000,600,Borivali East,1,Mumbai
1329,65300000,3025,Andheri,4,Mumbai
1330,38700000,1295,Andheri,3,Mumbai
1331,51500000,3465,Sanpada,4,Mumbai
1332,6500000,566,Dahisar East,1,Mumbai
1333,22000000,1527,Ghatkopar,3,Mumbai
1334,17500000,1188,Ghatkopar,2,Mumbai
1336,12600000,1012,Goregaon,2,Mumbai
1338,8000000,670,Malad East,1,Mumbai
1345,14200000,1440,Kharghar,3,Mumbai
1346,5300000,612,Kharghar,1,Mumbai
1347,5500000,676,Kharghar,1,Mumbai
1348,5500000,650,Kharghar,1,Mumbai
1349,16000000,1600,Kharghar,3,Mumbai
1350,4300000,650,Kharghar,1,Mumbai
1355,30000000,2950,Kharghar,4,Mumbai
1356,5500000,560,Kharghar,1,Mumbai
1358,6000000,700,Kharghar,1,Mumbai
1359,4500000,650,Kharghar,1,Mumbai
1360,5500000,649,Kharghar,1,Mumbai
1361,5500000,660,Kharghar,1,Mumbai
1362,14800000,1600,Kharghar,3,Mumbai
1365,5700000,650,Kharghar,1,Mumbai
1366,5700000,650,Kharghar,1,Mumbai
1367,6500000,750,Kharghar,1,Mumbai
1368,4200000,630,Kharghar,1,Mumbai
1369,5700000,650,Kharghar,1,Mumbai
1370,4800000,540,Kharghar,1,Mumbai
1371,30000000,2355,Kharghar,4,Mumbai
1372,21000000,2250,Kharghar,4,Mumbai
1373,5300000,687,Panvel,1,Mumbai
1379,4500000,450,Mira Road East,1,Mumbai
1390,25700000,1505,Goregaon West,3,Mumbai
1391,2100000,450,other,1,Mumbai
1392,3300000,670,Koproli,1,Mumbai
1393,62000000,1450,Worli,3,Mumbai
1394,2500000,540,Virar East,1,Mumbai
1395,19000000,1267,Belapur,3,Mumbai
1398,3500000,670,other,1,Mumbai
1401,2005000,500,other,1,Mumbai
1402,2011000,595,mumbai,1,Mumbai
1403,2014999,597,mumbai,1,Mumbai
1404,2021000,598,mumbai,1,Mumbai
1405,2100000,600,mumbai,1,Mumbai
1406,2116000,625,other,1,Mumbai
1407,13000000,630,mumbai,1,Mumbai
1408,13000000,650,Chembur,1,Mumbai
1409,37000000,900,Chembur,2,Mumbai
1411,32100000,1100,Chembur,2,Mumbai
1415,31000000,585,Chembur East,1,Mumbai
1418,11000000,1050,Chembur East,2,Mumbai
1419,24500000,585,Chembur,1,Mumbai
1420,12200000,1120,Chembur East,2,Mumbai
1421,17500000,632,Chembur,1,Mumbai
1423,39600000,1060,Chembur,2,Mumbai
1424,19000000,1485,Chembur East,3,Mumbai
1425,12000000,1150,Chembur East,2,Mumbai
1426,10700000,675,Chembur East,1,Mumbai
1427,32599999,675,Chembur East,1,Mumbai
1430,9200000,585,Chembur,1,Mumbai
1431,11200000,620,Chembur,1,Mumbai
1432,6000000,725,Chembur,1,Mumbai
1433,16800000,2700,mumbai,4,Mumbai
1434,16500000,1180,Mulund,2,Mumbai
1435,18000000,1180,Mulund,2,Mumbai
1436,16800000,1180,Mulund,2,Mumbai
1437,16500000,1180,Mulund,2,Mumbai
1438,11200000,1180,Mulund,2,Mumbai
1439,6000000,725,Chembur,1,Mumbai
1440,16800000,2700,mumbai,4,Mumbai
1441,16500000,1180,Mulund,2,Mumbai
1442,18000000,1180,Mulund,2,Mumbai
1443,16800000,1180,Mulund,2,Mumbai
1444,16500000,1180,Mulund,2,Mumbai
1445,21900000,1180,Mulund,2,Mumbai
1447,23500000,410,other,1,Mumbai
1449,15000000,495,Borivali West,1,Mumbai
1450,220000000,1450,other,3,Mumbai
1452,12500000,550,Kalyan East,1,Mumbai
1455,16500000,1050,Andheri East,1,Mumbai
1456,14800000,1020,Andheri East,1,Mumbai
1460,16000000,620,Sector12 Kamothe,1,Mumbai
1462,28000000,1055,other,2,Mumbai
1464,10500000,1245,Sector 17 Ulwe,2,Mumbai
1465,11299999,1165,Sector9 Kamothe,2,Mumbai
1467,8600000,608,Malad East,1,Mumbai
1468,16000000,550,Malad East,1,Mumbai
1469,21000000,890,other,2,Mumbai
1470,24000000,620,Andheri,2,Mumbai
1471,8725000,1000,Andheri,2,Mumbai
1472,31500000,1135,other,2,Mumbai
1473,42500000,1010,other,2,Mumbai
1474,4700000,1200,Parel,2,Mumbai
1477,3500000,680,Taloja,1,Mumbai
1478,3300000,710,Taloja,1,Mumbai
1479,4000000,690,Taloja,1,Mumbai
1480,3500000,715,Taloja,1,Mumbai
1481,3350000,700,Taloja,1,Mumbai
1482,2650000,670,Taloja,1,Mumbai
1483,2300000,560,Taloja,1,Mumbai
1484,2600000,445,Taloja,1,Mumbai
1485,5700000,560,Taloja,1,Mumbai
1491,4000000,675,other,1,Mumbai
1492,3700000,665,Taloja,1,Mumbai
1493,2300000,680,Taloja,1,Mumbai
1494,3500000,575,Virar West,1,Mumbai
1498,28000000,570,Virar West,1,Mumbai
1500,10500000,1245,Sector 17 Ulwe,2,Mumbai
1501,11299999,1165,Sector9 Kamothe,2,Mumbai
1503,8600000,608,Malad East,1,Mumbai
1504,15000000,550,Malad East,1,Mumbai
1507,24000000,686,Dahisar,2,Mumbai
1509,24000000,620,Andheri,2,Mumbai
1510,8725000,1000,Andheri,2,Mumbai
1511,31500000,1135,other,2,Mumbai
1512,42500000,1010,other,2,Mumbai
1513,4700000,1200,Parel,2,Mumbai
1516,3500000,680,Taloja,1,Mumbai
1517,3300000,710,Taloja,1,Mumbai
1518,14000000,690,Taloja,1,Mumbai
1521,16000000,740,Thane West,1,Mumbai
1523,90000000,1595,Dombivali,2,Mumbai
1527,7500000,650,Thane West,1,Mumbai
1529,43700000,585,Mulund West,1,Mumbai
1530,63000000,1950,Chembur,3,Mumbai
1532,37000000,1350,Chembur East,3,Mumbai
1535,6000000,650,other,1,Mumbai
1536,7800000,690,Ulwe,1,Mumbai
1538,16200000,1090,Ulwe,2,Mumbai
1540,11500000,666,Chembur,1,Mumbai
1541,18500000,600,Chembur,1,Mumbai
1544,14100000,695,Chembur,1,Mumbai
1545,27000000,625,Chembur,1,Mumbai
1546,31200000,1361,Andheri West,2,Mumbai
1550,24000000,686,Dahisar,2,Mumbai
1552,39900000,765,Chembur,1,Mumbai
1554,40000000,1200,Chembur,2,Mumbai
1555,22200000,1850,Chembur East,3,Mumbai
1556,19500000,1270,Chembur East,2,Mumbai
1557,16500000,1073,Chembur East,2,Mumbai
1558,14000000,1250,Chembur East,2,Mumbai
1559,20200000,775,Chembur,1,Mumbai
1561,15500000,700,Chembur,1,Mumbai
1563,22000000,675,other,1,Mumbai
1564,100000000,1300,other,3,Mumbai
1565,145000000,2320,other,5,Mumbai
1570,5700000,610,Kamothe,1,Mumbai
1571,4000000,670,Kamothe,1,Mumbai
1572,6350000,600,Sector 17 Ulwe,2,Mumbai
1576,65000000,610,other,1,Mumbai
1578,2400000,510,Naigaon East,1,Mumbai
1579,6500000,565,Naigaon East,1,Mumbai
1581,2400000,540,Naigaon East,1,Mumbai
1582,2350000,565,Naigaon East,1,Mumbai
1583,4300000,540,Naigaon East,1,Mumbai
1584,3200000,750,Naigaon East,1,Mumbai
1585,2300000,585,Naigaon East,1,Mumbai
1586,2300000,500,Naigaon East,1,Mumbai
1587,3250000,500,Naigaon East,1,Mumbai
1588,2500000,585,Naigaon East,1,Mumbai
1589,2450000,453,Naigaon East,1,Mumbai
1590,3000000,500,Naigaon East,1,Mumbai
1591,4500000,605,Naigaon East,1,Mumbai
1593,2750000,510,Naigaon East,1,Mumbai
1594,2650000,590,Naigaon East,1,Mumbai
1595,2700000,560,Naigaon East,1,Mumbai
1596,2200000,600,Naigaon East,1,Mumbai
1597,3800000,500,Naigaon East,1,Mumbai
1598,7900000,556,Naigaon East,2,Mumbai
1601,5700000,610,Kamothe,1,Mumbai
1602,4000000,670,Kamothe,1,Mumbai
1603,6350000,600,Sector 17 Ulwe,2,Mumbai
1607,31000000,610,other,1,Mumbai
1608,2110000,900,Khar West,2,Mumbai
1609,2077000,545,other,1,Mumbai
1610,10000000,620,other,1,Mumbai
1611,20500000,750,Malad West,1,Mumbai
1613,9300000,650,Kandivali West,1,Mumbai
1614,12800000,750,Malad West,1,Mumbai
1615,52500000,913,Kandivali West,2,Mumbai
1617,9800000,562,Kandivali West,1,Mumbai
1618,6000000,750,Malad West,1,Mumbai
1619,3500000,745,Ulwe,1,Mumbai
1620,4100000,635,Kharghar,1,Mumbai
1621,7000000,600,Kharghar,1,Mumbai
1624,5200000,690,Kharghar,1,Mumbai
1625,7500000,600,Kharghar,1,Mumbai
1628,7100000,560,Kharghar,1,Mumbai
1630,13000000,1000,Kharghar,2,Mumbai
1631,15500000,1185,Kharghar,2,Mumbai
1632,15500000,1435,Kharghar,3,Mumbai
1633,15000000,1530,Kharghar,3,Mumbai
1635,12000000,560,Kharghar,1,Mumbai
1637,5300000,390,Kharghar,1,Mumbai
1638,9500000,600,Kharghar,1,Mumbai
1640,13500000,1000,Kharghar,2,Mumbai
1641,12900000,1300,Kharghar,3,Mumbai
1643,15500000,556,Bhandup West,1,Mumbai
1645,13200000,540,Vasai east,1,Mumbai
1647,6000000,400,Ghansoli,1,Mumbai
1648,21500000,373,other,1,Mumbai
1651,17000000,550,Thane West,1,Mumbai
1653,11500000,340,Goregaon,1,Mumbai
1654,11700000,650,other,1,Mumbai
1655,7500000,550,other,1,Mumbai
1656,7000000,550,other,1,Mumbai
1657,8500000,400,other,1,Mumbai
1658,11700000,450,other,1,Mumbai
1659,4400000,480,other,1,Mumbai
1660,11500000,305,other,1,Mumbai
1661,8800000,441,other,2,Mumbai
1662,9000000,500,other,1,Mumbai
1663,8500000,350,other,1,Mumbai
1664,28000000,380,other,1,Mumbai
1666,9350000,645,Titwala,1,Mumbai
1668,14000000,600,Ulwe,1,Mumbai
1672,34000000,1290,Malad East,2,Mumbai
1674,4400000,925,Naigaon East,1,Mumbai
1675,8800000,670,Ulwe,1,Mumbai
1678,6200000,670,Ulwe,1,Mumbai
1679,5000000,693,Ulwe,1,Mumbai
1680,6500000,640,Ulwe,1,Mumbai
1683,6500000,385,Ulwe,1,Mumbai
1686,7500000,685,Ulwe,1,Mumbai
1689,4500000,758,Ulwe,1,Mumbai
1690,4700000,689,Ulwe,1,Mumbai
1691,7600000,648,Ulwe,1,Mumbai
1695,20000000,500,Naigaon East,1,Mumbai
1697,13200000,540,Vasai east,1,Mumbai
1702,8500000,686,Ulwe,1,Mumbai
1704,5000000,693,Ulwe,1,Mumbai
1705,6500000,640,Ulwe,1,Mumbai
1708,6500000,385,Ulwe,1,Mumbai
1711,7500000,685,Ulwe,1,Mumbai
1714,4500000,758,Ulwe,1,Mumbai
1715,4700000,689,Ulwe,1,Mumbai
1716,7600000,648,Ulwe,1,Mumbai
1720,20000000,500,Naigaon East,1,Mumbai
1727,35000000,1150,Virar,3,Mumbai
1729,2700000,1187,Sector-18 Ulwe,2,Mumbai
1730,15200000,585,Karanjade,1,Mumbai
1731,3700000,1286,Nerul,2,Mumbai
1732,8800000,640,Panvel,1,Mumbai
1734,10300000,620,Ulwe,1,Mumbai
1735,52500000,1220,Ulwe,2,Mumbai
1737,4400000,645,Dronagiri,1,Mumbai
1738,3400000,880,Dronagiri,1,Mumbai
1739,4600000,600,Dronagiri,1,Mumbai
1740,8655000,680,Sector 17 Ulwe,1,Mumbai
1747,5000000,570,Nala Sopara,1,Mumbai
1749,18500000,1125,Vasai,3,Mumbai
1751,42500000,791,Kandivali West,2,Mumbai
1752,39000000,1505,Kandivali West,3,Mumbai
1754,27500000,724,Thane West,2,Mumbai
1756,2357000,540,Virar East,1,Mumbai
1757,3600000,555,Virar East,1,Mumbai
1758,10500000,450,Dombivali,1,Mumbai
1759,11500000,625,other,1,Mumbai
1760,10000000,650,other,1,Mumbai
1765,7100000,700,Koper Khairane,1,Mumbai
1768,6900000,685,other,1,Mumbai
1769,10500000,685,Koper Khairane,1,Mumbai
1770,15400000,850,Kolshet Road,2,Mumbai
1771,39000000,1200,Vasant Vihar,3,Mumbai
1773,15000000,2150,Vasant Vihar,3,Mumbai
1774,39000000,1109,Vasant Vihar,3,Mumbai
1775,12200000,1902,Vasant Vihar,3,Mumbai
1776,12000000,1250,Kolshet Road,2,Mumbai
1777,10300000,1210,Kolshet Road,2,Mumbai
1778,31000000,1050,Kolshet Road,2,Mumbai
1779,65000000,1300,Vasant Vihar,4,Mumbai
1781,23500000,1063,Thakur Village,2,Mumbai
1782,24500000,1050,Thakur Village,2,Mumbai
1783,20000000,1300,other,3,Mumbai
1784,25000000,1250,Thakur Village,2,Mumbai
1785,25000000,1350,other,2,Mumbai
1787,11000000,1100,Thakur Village,2,Mumbai
1788,10500000,585,Borivali East,1,Mumbai
1789,16500000,780,other,1,Mumbai
1790,26500000,1050,Borivali East,2,Mumbai
1793,23000000,650,Thakur Village,1,Mumbai
1795,23500000,1050,other,2,Mumbai
1798,14500000,695,other,1,Mumbai
1802,7200000,594,Majiwada,1,Mumbai
1803,31000000,508,Vasant Vihar,1,Mumbai
1804,65000000,1300,Vasant Vihar,4,Mumbai
1806,23500000,1063,Thakur Village,2,Mumbai
1807,24500000,1050,Thakur Village,2,Mumbai
1808,20000000,1300,other,3,Mumbai
1809,25000000,1250,Thakur Village,2,Mumbai
1810,25000000,1350,other,2,Mumbai
1812,11000000,1100,Thakur Village,2,Mumbai
1813,10500000,585,Borivali East,1,Mumbai
1814,16500000,780,other,1,Mumbai
1815,26500000,1050,Borivali East,2,Mumbai
1818,8000000,650,Thakur Village,1,Mumbai
1819,7100000,700,Koper Khairane,1,Mumbai
1822,6900000,685,other,1,Mumbai
1823,6500000,685,Koper Khairane,1,Mumbai
1824,5300000,675,other,1,Mumbai
1825,10800000,560,other,1,Mumbai
1826,11100000,653,mumbai,1,Mumbai
1827,8000000,550,other,1,Mumbai
1829,6800000,400,Mira Road and Beyond,1,Mumbai
1831,4100000,530,other,1,Mumbai
1832,6500000,590,Mira Road and Beyond,1,Mumbai
1837,3000000,525,other,1,Mumbai
1838,5400000,500,other,1,Mumbai
1839,13000000,675,Dombivali East,1,Mumbai
1840,21500000,775,Bhandup West,1,Mumbai
1842,5300000,675,other,1,Mumbai
1843,10800000,560,other,1,Mumbai
1844,11100000,653,mumbai,1,Mumbai
1845,8000000,550,other,1,Mumbai
1847,6800000,400,Mira Road and Beyond,1,Mumbai
1849,4100000,530,other,1,Mumbai
1850,6500000,590,Mira Road and Beyond,1,Mumbai
1855,3000000,525,other,1,Mumbai
1856,3300000,500,other,1,Mumbai
1857,4500000,530,other,1,Mumbai
1858,17000000,390,Andheri West,1,Mumbai
1860,20500000,1150,Rajendra Nagar,3,Mumbai
1864,9800000,950,Dattapada,2,Mumbai
1865,27000000,585,Magathane,1,Mumbai
1866,25000000,1250,Magathane,3,Mumbai
1868,39000000,900,Kandivali East,3,Mumbai
1870,15000000,2150,Vasant Vihar,3,Mumbai
1871,39000000,1109,Vasant Vihar,3,Mumbai
1872,12200000,1902,Vasant Vihar,3,Mumbai
1873,12000000,1250,Kolshet Road,2,Mumbai
1874,10300000,1210,Kolshet Road,2,Mumbai
1875,8800000,1050,Kolshet Road,2,Mumbai
1876,5100000,779,Kolshet Road,2,Mumbai
1877,7300000,383,other,1,Mumbai
1878,20500000,640,other,2,Mumbai
1882,9800000,950,Dattapada,2,Mumbai
1883,27000000,585,Magathane,1,Mumbai
1884,25000000,1250,Magathane,3,Mumbai
1888,15800000,770,other,1,Mumbai
1890,4500000,695,Taloja,1,Mumbai
1891,9600000,650,Kharghar,1,Mumbai
1895,6300000,695,Taloja,1,Mumbai
1902,6300000,695,Taloja,1,Mumbai
1905,53000000,1050,other,2,Mumbai
1907,42500000,900,Mira Road and Beyond,2,Mumbai
1911,20500000,685,other,1,Mumbai
1913,35000000,829,other,2,Mumbai
1914,15000000,1805,Ghatkopar,3,Mumbai
1915,58500000,815,Ghatkopar,2,Mumbai
1917,28600000,1766,Ghatkopar,3,Mumbai
1919,15500000,1342,Goregaon,2,Mumbai
1922,11000000,700,Thane West,1,Mumbai
1923,15000000,620,Andheri East,1,Mumbai
1924,32500000,950,Andheri East,2,Mumbai
1926,31500000,571,other,1,Mumbai
1928,2534000,750,Mira Road East,1,Mumbai
1929,17000000,642,other,1,Mumbai
1932,11500000,495,other,1,Mumbai
1933,25000000,800,other,1,Mumbai
1936,18500000,650,Mira Road East,1,Mumbai
1938,18500000,675,Mira Road East,1,Mumbai
1940,2350000,650,Jogeshwari West,1,Mumbai
1941,6800000,625,other,1,Mumbai
1942,7800000,565,Bhandup West,1,Mumbai
1944,4800000,650,Virar,1,Mumbai
1945,3100000,580,Mira Road East,1,Mumbai
1946,2600000,650,Virar,1,Mumbai
1947,10500000,650,Virar,1,Mumbai
1948,6000000,680,other,1,Mumbai
1950,22000000,560,Bhayandar East,1,Mumbai
1952,15500000,1140,Kharghar,2,Mumbai
1953,15500000,1530,Kharghar,3,Mumbai
1954,32500000,1530,Kharghar,3,Mumbai
1956,2100000,445,Dombivali East,1,Mumbai
1957,100000000,400,Dombivali East,1,Mumbai
1958,160000000,3321,other,4,Mumbai
1959,25000000,6381,Lower Parel,4,Mumbai
1960,120000000,2394,Thane West,4,Mumbai
1963,80000000,800,Rajendra Nagar,2,Mumbai
1964,250000000,2150,other,3,Mumbai
1965,60000000,4200,other,5,Mumbai
1966,75000000,1100,other,3,Mumbai
1967,150000000,1500,other,2,Mumbai
1968,25000000,2305,other,4,Mumbai
1969,55000000,2500,other,7,Mumbai
1970,50000000,1225,other,3,Mumbai
1972,40000000,800,other,2,Mumbai
1976,120000000,890,other,2,Mumbai
1977,3300000,3500,other,7,Mumbai
1978,153600000,620,other,1,Mumbai
1979,80000000,3200,other,5,Mumbai
1980,250000000,2150,other,3,Mumbai
1981,60000000,4200,other,5,Mumbai
1983,12000000,723,Andheri West,1,Mumbai
1984,10000000,617,Chembur,1,Mumbai
1985,15500000,552,Borivali East,1,Mumbai
1989,19900000,784,Kandivali West,3,Mumbai
1991,13500000,650,other,1,Mumbai
1993,5700000,340,Kandivali East,1,Mumbai
1994,7600000,550,Thane West,1,Mumbai
1998,180000000,650,Kamothe,1,Mumbai
1999,62500000,2110,Powai,3,Mumbai
2000,260000000,1165,other,4,Mumbai
2001,90000000,5642,Sion,6,Mumbai
2002,85000000,1396,Kamothe,3,Mumbai
2006,13500000,650,other,1,Mumbai
2009,5700000,340,Kandivali East,1,Mumbai
2010,7600000,550,Thane West,1,Mumbai
2014,9000000,650,Kamothe,1,Mumbai
2021,25500000,1175,Sector-18 Ulwe,2,Mumbai
2022,11600000,3000,Sector-3 Ulwe,5,Mumbai
2023,9000000,1585,Sector-3 Ulwe,3,Mumbai
2024,9000000,1220,Sector-3 Ulwe,2,Mumbai
2027,9500000,1150,Sector-18 Ulwe,2,Mumbai
2028,12000000,1100,Sector-18 Ulwe,2,Mumbai
2030,13899999,620,other,1,Mumbai
2033,9000000,665,Kamothe,1,Mumbai
2034,11000000,1220,Sector-3 Ulwe,2,Mumbai
2036,32300000,1040,Sector 17 Ulwe,2,Mumbai
2038,35500000,1475,other,3,Mumbai
2041,7500000,650,Sector 20 Kharghar,1,Mumbai
2042,24500000,1055,Sector-18 Ulwe,2,Mumbai
2044,5000000,1129,Sector-18 Ulwe,2,Mumbai
2045,25000000,690,Sector12 Kamothe,1,Mumbai
2049,14500000,1180,Sector-18 Ulwe,2,Mumbai
2052,28500000,1130,other,3,Mumbai
2054,28500000,1065,other,2,Mumbai
2056,10000000,650,Malad West,1,Mumbai
2057,46000000,650,other,1,Mumbai
2058,70000000,1174,other,2,Mumbai
2059,140000000,1466,other,2,Mumbai
2060,52500000,3168,other,5,Mumbai
2061,170000000,946,other,2,Mumbai
2062,57000000,2963,Mira Road East,4,Mumbai
2063,180000000,1203,Ghatkopar West,4,Mumbai
2064,62500000,2110,Powai,3,Mumbai
2065,260000000,1165,other,4,Mumbai
2066,90000000,5642,Sion,6,Mumbai
2067,85000000,1396,Kamothe,3,Mumbai
2071,4500000,1250,Sector 19 Kharghar,2,Mumbai
